Unit#,Jurisdiction,Unit Type,Assigned Station,Assigned Beat,Display in USM,Unit Status,Cross Staffing
4J9,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J90,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J91,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J92,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J93,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J94,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J95,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J96,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J97,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J98,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J99,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4P50,WA0310000: Snohomish County Sheriff's Office,Medical Examiner,,,TRUE,Off Shift,
50A,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,SONORTH,TRUE,Off Shift,
50A1,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,SOSOUTH,TRUE,Off Shift,
50A2,WA0310000: Snohomish County Sheriff's Office,Sergeant,,SONORTH,TRUE,Off Shift,
50A3,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
50A4,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
50A5,WA0310000: Snohomish County Sheriff's Office,Desk Officer,,SOSOUTH,TRUE,Off Shift,
50A6,WA0310000: Snohomish County Sheriff's Office,Desk Officer,,SONORTH,TRUE,Off Shift,
50I1,WA0310000: Snohomish County Sheriff's Office,Sergeant,,SOSOUTH,TRUE,Off Shift,
50I20,WA0310000: Snohomish County Sheriff's Office,Detective,,SOSOUTH,TRUE,Off Shift,
50I21,WA0310000: Snohomish County Sheriff's Office,Detective,,SOSOUTH,TRUE,Off Shift,
50I22,WA0310000: Snohomish County Sheriff's Office,Detective,,SOSOUTH,TRUE,Off Shift,
50I23,WA0310000: Snohomish County Sheriff's Office,Detective,,,TRUE,Off Shift,
50I24,WA0310000: Snohomish County Sheriff's Office,Detective,,,TRUE,Off Shift,
50I25,WA0310000: Snohomish County Sheriff's Office,Detective,,SOSOUTH,TRUE,Off Shift,
50I26,WA0310000: Snohomish County Sheriff's Office,Detective,,SOSOUTH,TRUE,Off Shift,
50O10,WA0310000: Snohomish County Sheriff's Office,School Resource Officer,,SOSOUTH,TRUE,Off Shift,
50O11,WA0310000: Snohomish County Sheriff's Office,School Resource Officer,,SOSOUTH,TRUE,Off Shift,
50O12,WA0310000: Snohomish County Sheriff's Office,School Resource Officer,,SOSOUTH,TRUE,Off Shift,
50O13,WA0310000: Snohomish County Sheriff's Office,School Resource Officer,,SONORTH,TRUE,Off Shift,
50O14,WA0310000: Snohomish County Sheriff's Office,School Resource Officer,,SOSOUTH,TRUE,Off Shift,
50O15,WA0310000: Snohomish County Sheriff's Office,School Resource Officer,,SOSOUTH,TRUE,Off Shift,
50P10,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SOSOUTH,TRUE,Off Shift,
50P20,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SOEAST,TRUE,Off Shift,
50P21,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SOEAST,TRUE,Off Shift,
50P22,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SOSOUTH,TRUE,Off Shift,
50P23,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SOSOUTH,TRUE,Off Shift,
50P24,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SOEAST,TRUE,Off Shift,
50P25,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SOEAST,TRUE,Off Shift,
50P26,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SONORTH,TRUE,Off Shift,
50P27,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SOEAST,TRUE,Off Shift,
50P28,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SOSOUTH,TRUE,Off Shift,
50P29,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SONORTH,TRUE,Off Shift,
51S,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SONORTH,TRUE,Off Shift,
51S1,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SONORTH,TRUE,Off Shift,
51S2,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SOSOUTH,TRUE,Off Shift,
51T1,WA0310000: Snohomish County Sheriff's Office,Traffic Unit,,,TRUE,Off Shift,
51T2,WA0310000: Snohomish County Sheriff's Office,Traffic Unit,,,TRUE,Off Shift,
51V81,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOSOUTH,TRUE,Off Shift,
51V82,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOSOUTH,TRUE,Off Shift,
51V83,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SONORTH,TRUE,Off Shift,
51V84,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOSOUTH,TRUE,Off Shift,
51V85,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOEAST,TRUE,Off Shift,
51V87,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOEAST,TRUE,Off Shift,
51V88,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOEAST,TRUE,Off Shift,
51V89,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,,TRUE,Off Shift,
52S,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SONORTH,TRUE,Off Shift,
52S1,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SOSOUTH,TRUE,Off Shift,
52S2,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,,TRUE,Off Shift,
53S,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SOSOUTH,TRUE,Off Shift,
53S1,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SOSOUTH,TRUE,Off Shift,
53S2,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SOSOUTH,TRUE,Off Shift,
53V10,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SOSOUTH,TRUE,Off Shift,
53V11,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SOEAST,TRUE,Off Shift,
53V12,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SOSOUTH,TRUE,Off Shift,
53V13,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SOSOUTH,TRUE,Off Shift,
53V14,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SONORTH,TRUE,Off Shift,
53X75,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,,TRUE,Off Shift,
53Y60,WA0310000: Snohomish County Sheriff's Office,Patrol,,SONORTH,TRUE,Off Shift,
53Y61,WA0310000: Snohomish County Sheriff's Office,Patrol,,SOPAINE RETIRED,TRUE,Off Shift,
53Y73,WA0310000: Snohomish County Sheriff's Office,Patrol,,SONORTH,TRUE,Off Shift,
60E1,WA0310200: Edmonds Police Department,Bait Car,,EPROVER,TRUE,Off Shift,
60E2,WA0310200: Edmonds Police Department,Bait Car,,EPROVER,TRUE,Off Shift,
60L1,WA0310400: Lynnwood Police Department,Decoy,,LPSPECIAL,TRUE,Off Shift,
60L11,WA0310400: Lynnwood Police Department,Bait Car,,,TRUE,Off Shift,
60L12,WA0310400: Lynnwood Police Department,Bait Car,,,TRUE,Off Shift,
60L2,WA0310400: Lynnwood Police Department,Special Patrol Assignment,,LPSPECIAL,TRUE,Off Shift,
60L3,WA0310400: Lynnwood Police Department,Special Patrol Assignment,,LPSPECIAL,TRUE,Off Shift,
60L4,WA0310400: Lynnwood Police Department,Code Enforcement Officer,,,TRUE,Off Shift,
60L5,WA0310400: Lynnwood Police Department,Bait Car,,LPROVER,TRUE,Off Shift,
60L6,WA0310400: Lynnwood Police Department,Bait Car,,LPROVER,TRUE,Off Shift,
60L7,WA0310400: Lynnwood Police Department,Bait Car,,LPROVER,TRUE,Off Shift,
60L8,WA0310400: Lynnwood Police Department,Bait Car,,LPROVER,TRUE,Off Shift,
60L9,WA0310400: Lynnwood Police Department,Crime Scene Tech,,LPROVER,TRUE,Off Shift,
60T1,WA0310600: Mountlake Terrace Police Department,Decoy,,,TRUE,Off Shift,
60T2,WA0310600: Mountlake Terrace Police Department,Decoy,,,TRUE,Off Shift,
60T3,WA0310600: Mountlake Terrace Police Department,Decoy,,,TRUE,Off Shift,
6104,WA0310200: Edmonds Police Department,Code Enforcement Officer,,EPROVER,TRUE,Off Shift,
6105,WA0310200: Edmonds Police Department,Code Enforcement Officer,,EPROVER,TRUE,Off Shift,
6106,WA0310200: Edmonds Police Department,Parking Enforcement,,EPROVER,TRUE,Off Shift,
61B1,WA0310800: Brier Police Department,Patrol,,BP001,TRUE,Off Shift,
61B2,WA0310800: Brier Police Department,Patrol,,BP002,TRUE,Off Shift,
61B3,WA0310800: Brier Police Department,Patrol,,BPROVER,TRUE,Off Shift,
61B41,WA0310800: Brier Police Department,Patrol Sergeant,,BPROVER,TRUE,Off Shift,
61E1,WA0310200: Edmonds Police Department,Patrol,,EP001,TRUE,Off Shift,
61E2,WA0310200: Edmonds Police Department,Patrol,,EP002,TRUE,Off Shift,
61E3,WA0310200: Edmonds Police Department,Patrol,,EP003,TRUE,Off Shift,
61E4,WA0310200: Edmonds Police Department,Patrol,,EPROVER4,TRUE,Off Shift,
61E5,WA0310200: Edmonds Police Department,Patrol,,EPROVER5,TRUE,Off Shift,
61E6,WA0310200: Edmonds Police Department,Patrol,,EPROVER6,TRUE,Off Shift,
61E7,WA0310200: Edmonds Police Department,Patrol,,EPROVER,TRUE,Off Shift,
61E8,WA0310200: Edmonds Police Department,Corporal,,EPROVER,TRUE,Off Shift,
61E9,WA0310200: Edmonds Police Department,Corporal,,EPROVER,TRUE,Off Shift,
61K1,WA0312100: Mill Creek Police Department,Patrol,,MC001,TRUE,Off Shift,
61K2,WA0312100: Mill Creek Police Department,Patrol,,MC002,TRUE,Off Shift,
61K3,WA0312100: Mill Creek Police Department,Patrol,,MCROVER,TRUE,Off Shift,
61K4,WA0312100: Mill Creek Police Department,Patrol,,MC002,TRUE,Off Shift,
61K5,WA0312100: Mill Creek Police Department,Patrol,,,TRUE,Off Shift,
61K6,WA0312100: Mill Creek Police Department,Patrol,,,TRUE,Off Shift,
61K7,WA0312100: Mill Creek Police Department,Patrol,,,TRUE,Off Shift,
61K8,WA0312100: Mill Creek Police Department,Patrol,,,TRUE,Off Shift,
61K9,WA0312100: Mill Creek Police Department,Corporal,,MC002,TRUE,Off Shift,
61L1,WA0310400: Lynnwood Police Department,Patrol,,LP001,TRUE,Off Shift,
61L2,WA0310400: Lynnwood Police Department,Patrol,,LP002,TRUE,Off Shift,
61L3,WA0310400: Lynnwood Police Department,Patrol,,LP003,TRUE,Off Shift,
61L4,WA0310400: Lynnwood Police Department,Patrol,,LPROVER,TRUE,Off Shift,
61L5,WA0310400: Lynnwood Police Department,Patrol,,LP002,TRUE,Off Shift,
61L6,WA0310400: Lynnwood Police Department,Patrol,,LPROVER,TRUE,Off Shift,
61L7,WA0310400: Lynnwood Police Department,Patrol,,LPROVER,TRUE,Off Shift,
61L8,WA0310400: Lynnwood Police Department,Patrol,,LPROVER,TRUE,Off Shift,
61L9,WA0310400: Lynnwood Police Department,Patrol,,LPROVER,TRUE,Off Shift,
61O1,WA0311300: Mukilteo Police Department,Patrol,,MK001,TRUE,Off Shift,
61O16,WA0311300: Mukilteo Police Department,DV Coordinator,,,TRUE,Off Shift,
61O17,WA0311300: Mukilteo Police Department,Crime Watch,,,TRUE,Off Shift,
61O18,WA0311300: Mukilteo Police Department,Property/Evidence,,,TRUE,Off Shift,
61O19,WA0311300: Mukilteo Police Department,Property/Evidence,,,TRUE,Off Shift,
61O2,WA0311300: Mukilteo Police Department,Patrol,,MK002,TRUE,Off Shift,
61O3,WA0311300: Mukilteo Police Department,Patrol,,MKROVER,TRUE,Off Shift,
61O4,WA0311300: Mukilteo Police Department,Patrol,,,TRUE,Off Shift,
61O5,WA0311300: Mukilteo Police Department,Patrol,,,TRUE,Off Shift,
61O6,WA0311300: Mukilteo Police Department,Patrol,,,TRUE,Off Shift,
61O7,WA0311300: Mukilteo Police Department,Patrol,,,TRUE,Off Shift,
61O8,WA0311300: Mukilteo Police Department,Patrol,,,TRUE,Off Shift,
61O9,WA0311300: Mukilteo Police Department,Corporal,,MKROVER,TRUE,Off Shift,
61T1,WA0310600: Mountlake Terrace Police Department,Patrol,,TP001,TRUE,Off Shift,
61T16,WA0310600: Mountlake Terrace Police Department,DV Coordinator,,,TRUE,Off Shift,
61T17,WA0310600: Mountlake Terrace Police Department,Crime Watch,,,TRUE,Off Shift,
61T18,WA0310600: Mountlake Terrace Police Department,Property/Evidence,,,TRUE,Off Shift,
61T19,WA0310600: Mountlake Terrace Police Department,Property/Evidence,,,TRUE,Off Shift,
61T2,WA0310600: Mountlake Terrace Police Department,Patrol,,TP002,TRUE,Off Shift,
61T3,WA0310600: Mountlake Terrace Police Department,Patrol,,TPSPECIAL,TRUE,Off Shift,
61T4,WA0310600: Mountlake Terrace Police Department,Patrol,,TPROVER,TRUE,Off Shift,
61T5,WA0310600: Mountlake Terrace Police Department,Patrol,,TPROVER,TRUE,Off Shift,
61T6,WA0310600: Mountlake Terrace Police Department,Patrol,,,TRUE,Off Shift,
61T7,WA0310600: Mountlake Terrace Police Department,Patrol,,TPSPECIAL,TRUE,Off Shift,
61T8,WA0310600: Mountlake Terrace Police Department,Patrol,,,TRUE,Off Shift,
61T9,WA0310600: Mountlake Terrace Police Department,Corporal,,TP001,TRUE,Off Shift,
61W1,WA0311600: Woodway Police Department,Patrol,,WP001,TRUE,Off Shift,
61W2,WA0311600: Woodway Police Department,Patrol,,WP001,TRUE,Off Shift,
6202,WA0310400: Lynnwood Police Department,Special Patrol Assignment,,LP002,FALSE,Off Shift,
6203,WA0310400: Lynnwood Police Department,Special Patrol Assignment,,,FALSE,Off Shift,
6204,WA0310400: Lynnwood Police Department,Special Patrol Assignment,,,FALSE,Off Shift,
6207,WA0310400: Lynnwood Police Department,Code Enforcement Officer,,LPSPECIAL,TRUE,Off Shift,
62B1,WA0310800: Brier Police Department,Patrol,,BP001,TRUE,Off Shift,
62B2,WA0310800: Brier Police Department,Patrol,,BPROVER,TRUE,Off Shift,
62B3,WA0310800: Brier Police Department,Patrol,,BPROVER,TRUE,Off Shift,
62E1,WA0310200: Edmonds Police Department,Patrol,,EP001,TRUE,Off Shift,
62E2,WA0310200: Edmonds Police Department,Patrol,,EP002,TRUE,Off Shift,
62E3,WA0310200: Edmonds Police Department,Patrol,,EP003,TRUE,Off Shift,
62E4,WA0310200: Edmonds Police Department,Patrol,,EPROVER4,TRUE,Off Shift,
62E5,WA0310200: Edmonds Police Department,Patrol,,EPROVER5,TRUE,Off Shift,
62E6,WA0310200: Edmonds Police Department,Patrol,,EPROVER6,TRUE,Off Shift,
62E7,WA0310200: Edmonds Police Department,Patrol,,EPROVER,TRUE,Off Shift,
62E8,WA0310200: Edmonds Police Department,Corporal,,EPROVER,TRUE,Off Shift,
62E9,WA0310200: Edmonds Police Department,Corporal,,EPROVER,TRUE,Off Shift,
62K1,WA0312100: Mill Creek Police Department,Patrol,,MC001,TRUE,Off Shift,
62K2,WA0312100: Mill Creek Police Department,Patrol,,MC002,TRUE,Off Shift,
62K3,WA0312100: Mill Creek Police Department,Patrol,,MCROVER,TRUE,Off Shift,
62K4,WA0312100: Mill Creek Police Department,Patrol,,,TRUE,Off Shift,
62K5,WA0312100: Mill Creek Police Department,Patrol,,,TRUE,Off Shift,
62K6,WA0312100: Mill Creek Police Department,Patrol,,,TRUE,Off Shift,
62K7,WA0312100: Mill Creek Police Department,Patrol,,,TRUE,Off Shift,
62K8,WA0312100: Mill Creek Police Department,Patrol,,,TRUE,Off Shift,
62K9,WA0312100: Mill Creek Police Department,Corporal,,MC002,TRUE,Off Shift,
62L1,WA0310400: Lynnwood Police Department,Patrol,,LP001,TRUE,Off Shift,
62L2,WA0310400: Lynnwood Police Department,Patrol,,LP002,TRUE,Off Shift,
62L3,WA0310400: Lynnwood Police Department,Patrol,,LP003,TRUE,Off Shift,
62L4,WA0310400: Lynnwood Police Department,Patrol,,LP003,TRUE,Off Shift,
62L5,WA0310400: Lynnwood Police Department,Patrol,,LPROVER,TRUE,Off Shift,
62L6,WA0310400: Lynnwood Police Department,Patrol,,LPROVER,TRUE,Off Shift,
62L7,WA0310400: Lynnwood Police Department,Patrol,,LPROVER,TRUE,Off Shift,
62L8,WA0310400: Lynnwood Police Department,Patrol,,LPROVER,TRUE,Off Shift,
62L9,WA0310400: Lynnwood Police Department,Patrol,,LPROVER,TRUE,Off Shift,
62O1,WA0311300: Mukilteo Police Department,Patrol,,MK001,TRUE,Off Shift,
62O2,WA0311300: Mukilteo Police Department,Patrol,,MK002,TRUE,Off Shift,
62O3,WA0311300: Mukilteo Police Department,Patrol,,MK002,TRUE,Off Shift,
62O4,WA0311300: Mukilteo Police Department,Patrol,,MKROVER,TRUE,Off Shift,
62O41,WA0311300: Mukilteo Police Department,Patrol Sergeant,,MKROVER,TRUE,Off Shift,
62O5,WA0311300: Mukilteo Police Department,Patrol,,,TRUE,Off Shift,
62O6,WA0311300: Mukilteo Police Department,Patrol,,,TRUE,Off Shift,
62O7,WA0311300: Mukilteo Police Department,Patrol,,,TRUE,Off Shift,
62O8,WA0311300: Mukilteo Police Department,Patrol,,,TRUE,Off Shift,
62O9,WA0311300: Mukilteo Police Department,Corporal,,MK002,TRUE,Off Shift,
62T1,WA0310600: Mountlake Terrace Police Department,Patrol,,TP001,TRUE,Off Shift,
62T16,WA0310600: Mountlake Terrace Police Department,DV Coordinator,,,TRUE,Off Shift,
62T17,WA0310600: Mountlake Terrace Police Department,Crime Watch,,,TRUE,Off Shift,
62T18,WA0310600: Mountlake Terrace Police Department,Property/Evidence,,,TRUE,Off Shift,
62T19,WA0310600: Mountlake Terrace Police Department,Property/Evidence,,,TRUE,Off Shift,
62T2,WA0310600: Mountlake Terrace Police Department,Patrol,,TP002,TRUE,Off Shift,
62T3,WA0310600: Mountlake Terrace Police Department,Patrol,,TPROVER,TRUE,Off Shift,
62T4,WA0310600: Mountlake Terrace Police Department,Patrol,,TPROVER,TRUE,Off Shift,
62T5,WA0310600: Mountlake Terrace Police Department,Patrol,,TPROVER,TRUE,Off Shift,
62T6,WA0310600: Mountlake Terrace Police Department,Patrol,,TPROVER,TRUE,Off Shift,
62T7,WA0310600: Mountlake Terrace Police Department,Patrol,,,TRUE,Off Shift,
62T8,WA0310600: Mountlake Terrace Police Department,Patrol,,,TRUE,Off Shift,
62T9,WA0310600: Mountlake Terrace Police Department,Corporal,,,TRUE,Off Shift,
62W1,WA0311600: Woodway Police Department,Patrol,,WP001,TRUE,Off Shift,
62W2,WA0311600: Woodway Police Department,Patrol,,WP001,TRUE,Off Shift,
6303,WA0310600: Mountlake Terrace Police Department,Animal Control Officer,,TPROVER,TRUE,Off Shift,
63B1,WA0310800: Brier Police Department,Patrol,,BPROVER,TRUE,Off Shift,
63B2,WA0310800: Brier Police Department,Patrol,,BP002,TRUE,Off Shift,
63B3,WA0310800: Brier Police Department,Patrol,,BPROVER,TRUE,Off Shift,
63B41,WA0310800: Brier Police Department,Patrol Sergeant,,BPROVER,TRUE,Off Shift,
63E1,WA0310200: Edmonds Police Department,Patrol,,EP001,TRUE,Off Shift,
63E2,WA0310200: Edmonds Police Department,Patrol,,EP002,TRUE,Off Shift,
63E3,WA0310200: Edmonds Police Department,Patrol,,EP003,TRUE,Off Shift,
63E4,WA0310200: Edmonds Police Department,Patrol,,EPROVER4,TRUE,Off Shift,
63E5,WA0310200: Edmonds Police Department,Patrol,,EPROVER5,TRUE,Off Shift,
63E6,WA0310200: Edmonds Police Department,Patrol,,EPROVER6,TRUE,Off Shift,
63E7,WA0310200: Edmonds Police Department,Patrol,,EPROVER,TRUE,Off Shift,
63E8,WA0310200: Edmonds Police Department,Patrol,,EPROVER,TRUE,Off Shift,
63E9,WA0310200: Edmonds Police Department,Corporal,,EPROVER,TRUE,Off Shift,
63L1,WA0310400: Lynnwood Police Department,Patrol,,LP001,TRUE,Off Shift,
63L16,WA0310400: Lynnwood Police Department,DV Coordinator,,LPROVER,TRUE,Off Shift,
63L17,WA0310400: Lynnwood Police Department,Crime Watch,,LPROVER,TRUE,Off Shift,
63L18,WA0310400: Lynnwood Police Department,Property/Evidence,,LPROVER,TRUE,Off Shift,
63L19,WA0310400: Lynnwood Police Department,Property/Evidence,,LPROVER,TRUE,Off Shift,
63L2,WA0310400: Lynnwood Police Department,Patrol,,LPROVER,TRUE,Off Shift,
63L3,WA0310400: Lynnwood Police Department,Patrol,,LP003,TRUE,Off Shift,
63L4,WA0310400: Lynnwood Police Department,Patrol,,LPROVER,TRUE,Off Shift,
63T1,WA0310600: Mountlake Terrace Police Department,Patrol,,TP001,TRUE,Off Shift,
63T2,WA0310600: Mountlake Terrace Police Department,Patrol,,TP002,TRUE,Off Shift,
63T3,WA0310600: Mountlake Terrace Police Department,Patrol,,TPROVER,TRUE,Off Shift,
63T4,WA0310600: Mountlake Terrace Police Department,Patrol,,TPROVER,TRUE,Off Shift,
64B1,WA0310800: Brier Police Department,Patrol,,BP001,TRUE,Off Shift,
64B2,WA0310800: Brier Police Department,Patrol,,BP002,TRUE,Off Shift,
64B4,WA0310800: Brier Police Department,Patrol,,BPROVER,TRUE,Off Shift,
64E8,WA0310200: Edmonds Police Department,Patrol,,EPROVER,TRUE,Off Shift,
64E9,WA0310200: Edmonds Police Department,Corporal,,EPROVER,TRUE,Off Shift,
6505,WA0310800: Brier Police Department,Code Enforcement Officer,,BPROVER,TRUE,Off Shift,
65E16,WA0310200: Edmonds Police Department,DV Coordinator,,EPROVER,TRUE,Off Shift,
