Unit#,Jurisdiction,Unit Type,Assigned Station,Assigned Beat,Display in USM,Unit Status,Cross Staffing
30I11,WA0310000: Snohomish County Sheriff's Office,Detective,,SONORTH,TRUE,Off Shift,
30I12,WA0310000: Snohomish County Sheriff's Office,Detective,,SONORTH,TRUE,Off Shift,
30I13,WA0310000: Snohomish County Sheriff's Office,Detective,,SONORTH,TRUE,Off Shift,
30I14,WA0310000: Snohomish County Sheriff's Office,Detective,,,TRUE,Off Shift,
30I15,WA0310000: Snohomish County Sheriff's Office,Detective,,SONORTH,TRUE,Off Shift,
30O10,WA0310000: Snohomish County Sheriff's Office,School Resource Officer,,SONORTH,TRUE,Off Shift,
30P10,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SONORTH,TRUE,Off Shift,
30P20,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SONORTH,TRUE,Off Shift,
30P21,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SONORTH,TRUE,Off Shift,
30P22,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SONORTH,TRUE,Off Shift,
30P23,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SONORTH,TRUE,Off Shift,
30P24,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SONORTH,TRUE,Off Shift,
30P25,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SOEAST,TRUE,Off Shift,
30P26,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SONORTH,TRUE,Off Shift,
30P27,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SONORTH,TRUE,Off Shift,
30P28,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SONORTH,TRUE,Off Shift,
30P29,WA0310000: Snohomish County Sheriff's Office,Park Ranger,,SONORTH,TRUE,Off Shift,
30V10,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SONORTH,TRUE,Off Shift,
30V11,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SONORTH,TRUE,Off Shift,
30V12,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SONORTH,TRUE,Off Shift,
30V13,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SONORTH,TRUE,Off Shift,
30V70,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOEAST,TRUE,Off Shift,
30V71,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOEAST,TRUE,Off Shift,
30V72,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOEAST,TRUE,Off Shift,
30V73,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOEAST,TRUE,Off Shift,
30V74,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SONORTH,TRUE,Off Shift,
30V75,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOEAST,TRUE,Off Shift,
30V76,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOEAST,TRUE,Off Shift,
30V77,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOEAST,TRUE,Off Shift,
30V78,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,,TRUE,Off Shift,
30V79,WA0310000: Snohomish County Sheriff's Office,Reserve Officer,,SOEAST,TRUE,Off Shift,
31S,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SONORTH,TRUE,Off Shift,
32S,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SONORTH,TRUE,Off Shift,
32S1,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,,TRUE,Off Shift,
33H,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,DAR,TRUE,Off Shift,
33S,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SONORTH,TRUE,Off Shift,
33S1,WA0310000: Snohomish County Sheriff's Office,Sergeant,,SONORTH,TRUE,Off Shift,
33X73,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,,TRUE,Off Shift,
3B1,WA0310000: Snohomish County Sheriff's Office,Patrol,,SOSOUTH,TRUE,Off Shift,
3B12,WA0310000: Snohomish County Sheriff's Office,Patrol,,SOSOUTH,TRUE,Off Shift,
3B13,WA0310000: Snohomish County Sheriff's Office,Patrol,,SOSOUTH,TRUE,Off Shift,
3B2,WA0310000: Snohomish County Sheriff's Office,Patrol,,SONORTH,TRUE,Off Shift,
3B21,WA0310000: Snohomish County Sheriff's Office,Patrol,,SOSOUTH,TRUE,Off Shift,
3B3,WA0310000: Snohomish County Sheriff's Office,Patrol,,B3,TRUE,Off Shift,
3B4,WA0310000: Snohomish County Sheriff's Office,Patrol,,B4,TRUE,Off Shift,
3B9,WA0310000: Snohomish County Sheriff's Office,Patrol,,B9,TRUE,Off Shift,
3B90,WA0310000: Snohomish County Sheriff's Office,Patrol,,SONORTH,TRUE,Off Shift,
3C1,WA0310000: Snohomish County Sheriff's Office,Patrol,,C1,TRUE,Off Shift,
3C2,WA0310000: Snohomish County Sheriff's Office,Patrol,,C2,TRUE,Off Shift,
3C3,WA0310000: Snohomish County Sheriff's Office,Patrol,,C3,TRUE,Off Shift,
3C4,WA0310000: Snohomish County Sheriff's Office,Patrol,,C4,TRUE,Off Shift,
3C9,WA0310000: Snohomish County Sheriff's Office,Patrol,,C9,TRUE,Off Shift,
3C90,WA0310000: Snohomish County Sheriff's Office,Patrol,,SOSOUTH,TRUE,Off Shift,
3D1,WA0310000: Snohomish County Sheriff's Office,Patrol,,D1,TRUE,Off Shift,
3D12,WA0310000: Snohomish County Sheriff's Office,Patrol,,D1,TRUE,Off Shift,
3D13,WA0310000: Snohomish County Sheriff's Office,Patrol,,E1,TRUE,Off Shift,
3D2,WA0310000: Snohomish County Sheriff's Office,Patrol,,D2,TRUE,Off Shift,
3D3,WA0310000: Snohomish County Sheriff's Office,Patrol,,D3,TRUE,Off Shift,
3D31,WA0310000: Snohomish County Sheriff's Office,Patrol,,SOEAST,TRUE,Off Shift,
3D9,WA0310000: Snohomish County Sheriff's Office,Patrol,,D9,TRUE,Off Shift,
3D90,WA0310000: Snohomish County Sheriff's Office,Patrol,,D9,TRUE,Off Shift,
3E1,WA0310000: Snohomish County Sheriff's Office,Patrol,,E1,TRUE,Off Shift,
3E12,WA0310000: Snohomish County Sheriff's Office,Patrol,,E1,TRUE,Off Shift,
3E13,WA0310000: Snohomish County Sheriff's Office,Patrol,,SONORTH,TRUE,Off Shift,
3E2,WA0310000: Snohomish County Sheriff's Office,Patrol,,E2,TRUE,Off Shift,
3E3,WA0310000: Snohomish County Sheriff's Office,Patrol,,SONORTH,TRUE,Off Shift,
3E4,WA0310000: Snohomish County Sheriff's Office,Patrol,,E9,TRUE,Off Shift,
3E9,WA0310000: Snohomish County Sheriff's Office,Patrol,,E9,TRUE,Off Shift,
3G1,WA0310000: Snohomish County Sheriff's Office,Patrol,,G1,TRUE,Off Shift,
3G12,WA0310000: Snohomish County Sheriff's Office,Patrol,,G1,TRUE,Off Shift,
3G2,WA0310000: Snohomish County Sheriff's Office,Patrol,,G2,TRUE,Off Shift,
3G3,WA0310000: Snohomish County Sheriff's Office,Patrol,,SONORTH,TRUE,Off Shift,
3G34,WA0310000: Snohomish County Sheriff's Office,Patrol,,G3,TRUE,Off Shift,
3G4,WA0310000: Snohomish County Sheriff's Office,Patrol,,G4,TRUE,Off Shift,
3G9,WA0310000: Snohomish County Sheriff's Office,Patrol,,G9,TRUE,Off Shift,
3H1,WA0310000: Snohomish County Sheriff's Office,Patrol,,DAR,TRUE,Off Shift,
3H2,WA0310000: Snohomish County Sheriff's Office,Patrol,,DAR,TRUE,Off Shift,
3H3,WA0310000: Snohomish County Sheriff's Office,Patrol,,DAR,TRUE,Off Shift,
3J1,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J10,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,SOEVENT,TRUE,Off Shift,
3J11,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,SONORTH,TRUE,Off Shift,
3J12,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,SOEVENT,TRUE,Off Shift,
3J13,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,SOEVENT,TRUE,Off Shift,
3J14,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,SOSOUTH,TRUE,Off Shift,
3J15,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,SOEVENT,TRUE,Off Shift,
3J16,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J17,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J18,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J19,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SOSOUTH,TRUE,Off Shift,
3J2,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J20,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J21,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J22,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SOSOUTH,TRUE,Off Shift,
3J23,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J24,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J25,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J26,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J27,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J28,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J29,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J3,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J30,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J31,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J32,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J33,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J34,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J35,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J36,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J37,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J38,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J39,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J4,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J40,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J41,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J42,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J43,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J44,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J45,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J46,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J47,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J48,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J49,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J5,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J50,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J51,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J52,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J53,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J54,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J55,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J56,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J57,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J58,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J59,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J6,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J60,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J61,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J62,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J63,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SOSOUTH,TRUE,Off Shift,
3J64,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J65,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SOSOUTH,TRUE,Off Shift,
3J66,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J67,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J68,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SOSOUTH,TRUE,Off Shift,
3J69,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J7,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J70,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J71,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J72,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J73,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J74,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J75,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J76,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J77,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J78,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J79,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J8,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J80,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J81,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J82,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J83,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J84,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J85,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J86,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J87,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J88,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J89,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J9,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J90,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J91,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J92,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,SONORTH,TRUE,Off Shift,
3J93,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J94,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J95,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J96,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J97,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J98,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3J99,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
3K1,WA0311000: Gold Bar Police Department,Patrol,,GBR,TRUE,Off Shift,
3K2,WA0311000: Gold Bar Police Department,Patrol,,K2,TRUE,Off Shift,
3K3,WA0311000: Gold Bar Police Department,Patrol,,GBR,TRUE,Off Shift,
40A,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,SONORTH,TRUE,Off Shift,
40I26,WA0310000: Snohomish County Sheriff's Office,Detective,,SOEAST,TRUE,Off Shift,
40I27,WA0310000: Snohomish County Sheriff's Office,Detective,,,TRUE,Off Shift,
40O10,WA0310000: Snohomish County Sheriff's Office,School Resource Officer,,SOEAST,TRUE,Off Shift,
40S1,WA0311000: Gold Bar Police Department,Chief,,GBR,TRUE,Off Shift,
41S,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SOEAST,TRUE,Off Shift,
42S,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SOEAST,TRUE,Off Shift,
43S,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SOEAST,TRUE,Off Shift,
43S1,WA0310000: Snohomish County Sheriff's Office,Patrol Sergeant,,SOEAST,TRUE,Off Shift,
43V10,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SOEAST,TRUE,Off Shift,
43V11,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SOEAST,TRUE,Off Shift,
43V12,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SOEAST,TRUE,Off Shift,
43V13,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SOEAST,TRUE,Off Shift,
43X74,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,,TRUE,Off Shift,
4J1,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J10,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J11,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J12,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J13,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J15,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J16,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J17,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J18,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J19,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J2,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J20,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J21,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J22,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J23,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J24,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J25,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J26,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J27,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J28,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J29,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J3,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J30,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J31,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J32,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J33,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J34,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J35,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J36,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J37,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J38,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J39,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J4,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J40,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J41,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J42,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J43,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J44,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J45,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J46,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J47,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J48,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J49,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J5,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J50,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J51,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J52,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J53,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J54,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J55,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J56,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J57,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J58,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J59,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J6,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J60,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J62,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J63,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J64,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J65,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J66,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J67,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J68,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J69,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J7,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J70,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J71,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J72,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J73,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J74,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J75,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J76,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J77,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J78,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J79M,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J8,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J80,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J81,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J82,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J83,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J84,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J85,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J86,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J87,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J88,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
4J89,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
